5.135826766490936279e-03,2.402161248028278351e-02,1.716367527842521667e-02,2.973172441124916077e-02,1.330923102796077728e-02,3.134884405881166458e-03,2.485180739313364029e-04,5.056451191194355488e-04,1.675870735198259354e-04,2.737425500527024269e-03,1.816866802982985973e-03,3.683061106130480766e-03,1.465395558625459671e-02,3.688572673127055168e-03,4.915245622396469116e-02,5.422672722488641739e-03,1.516087097115814686e-03,5.463598296046257019e-03,1.891226507723331451e-02,2.812429796904325485e-03,2.969181165099143982e-03,1.378103904426097870e-02,2.098424825817346573e-03,1.062834262847900391e-02,1.260919147171080112e-03,4.128612950444221497e-02,2.391819655895233154e-02,8.693350479006767273e-03,4.803014546632766724e-02,1.152340974658727646e-02,1.318758632987737656e-02,2.014343626797199249e-03,3.513049334287643433e-02,4.700690042227506638e-03,1.027485262602567673e-02,3.128780797123908997e-02,1.849552802741527557e-02,3.960358351469039917e-02,1.289369910955429077e-02,3.390989266335964203e-03,1.823324896395206451e-02,5.169654265046119690e-03,1.646695425733923912e-03,1.875400543212890625e-01,1.227465644478797913e-02,2.510461769998073578e-02,6.216748431324958801e-02,2.407774794846773148e-03,4.846040625125169754e-03,3.636364638805389404e-02,1.943050883710384369e-04,9.847850538790225983e-03,1.050235517323017120e-02,6.559832021594047546e-03,7.558789802715182304e-04,5.213242489844560623e-03,7.011409034021198750e-04,1.848191581666469574e-02,5.178302526473999023e-02,1.759846229106187820e-03
2.586953574791550636e-03,1.876366697251796722e-02,8.654939010739326477e-03,2.322543226182460785e-02,1.079885102808475494e-02,2.150796353816986084e-03,2.450295723974704742e-04,1.888140250230208039e-04,7.447991811204701662e-05,1.139515661634504795e-03,1.073440536856651306e-03,2.332575153559446335e-03,8.438627235591411591e-03,2.081396989524364471e-03,1.867205649614334106e-02,2.301164902746677399e-03,7.165509741753339767e-04,4.295830614864826202e-03,1.446651015430688858e-02,1.901745446957647800e-03,3.331739455461502075e-03,1.403116062283515930e-02,1.636389293707907200e-03,9.321842342615127563e-03,1.952421967871487141e-03,4.512430727481842041e-02,2.483166195452213287e-02,9.892323054373264313e-03,4.160408675670623779e-02,1.486339699476957321e-02,1.401874981820583344e-02,2.643002895638346672e-03,3.129690140485763550e-02,7.610414177179336548e-03,9.805497713387012482e-03,2.947449684143066406e-02,2.109390310943126678e-02,3.234819322824478149e-02,1.241509150713682175e-02,3.793935989961028099e-03,1.573190838098526001e-02,5.826743785291910172e-03,1.667747739702463150e-03,2.197540551424026489e-01,1.311875414103269577e-02,4.210076853632926941e-02,5.567666888236999512e-02,4.051121883094310760e-03,9.267099201679229736e-03,4.014939442276954651e-02,2.204665652243420482e-04,1.491679158061742783e-02,1.235155574977397919e-02,1.394067518413066864e-02,1.026666373945772648e-03,8.240977302193641663e-03,7.621392724104225636e-04,1.663789711892604828e-02,6.741659343242645264e-02,1.944135176017880440e-03
8.461083285510540009e-03,2.550014108419418335e-02,1.603513769805431366e-02,4.481393098831176758e-02,1.739708334207534790e-02,2.980152843520045280e-03,4.322007880546152592e-04,4.136993375141173601e-04,1.175932484329678118e-04,1.600091229192912579e-03,1.574100693687796593e-03,6.367786321789026260e-03,2.079736813902854919e-02,4.923497326672077179e-03,4.620385915040969849e-02,5.200388841331005096e-03,1.406742027029395103e-03,4.455464892089366913e-03,3.716949373483657837e-02,4.151761531829833984e-03,3.378501627594232559e-03,8.118775673210620880e-03,1.639686757698655128e-03,1.170536316931247711e-02,1.280096010304987431e-03,4.080463945865631104e-02,2.104533277451992035e-02,4.321400076150894165e-03,2.811679057776927948e-02,1.096960809081792831e-02,1.284445356577634811e-02,2.007300965487957001e-03,3.300429135560989380e-02,5.012567620724439621e-03,8.571604266762733459e-03,3.508895635604858398e-02,1.193445455282926559e-02,2.871293388307094574e-02,1.193003915250301361e-02,3.694019978865981102e-03,1.419171970337629318e-02,5.480168852955102921e-03,1.636037952266633511e-03,1.621018201112747192e-01,1.849234290421009064e-02,1.392556540668010712e-02,9.716871380805969238e-02,2.999599091708660126e-03,6.455123424530029297e-03,2.241683006286621094e-02,1.824504870455712080e-04,9.178956039249897003e-03,6.702287588268518448e-03,6.567941512912511826e-03,6.475245463661849499e-04,5.277509801089763641e-03,7.473573787137866020e-04,1.648178696632385254e-02,7.358191162347793579e-02,1.581944408826529980e-03
6.808626931160688400e-03,2.428608760237693787e-02,1.134416740387678146e-02,3.624045848846435547e-02,1.734755001962184906e-02,3.482444444671273232e-03,3.428818890824913979e-04,2.835865016095340252e-04,1.130544915213249624e-04,1.579933334141969681e-03,1.355487969703972340e-03,2.861882792785763741e-03,1.285158563405275345e-02,3.475503763183951378e-03,4.079118371009826660e-02,5.016710143536329269e-03,1.464905450120568275e-03,1.113133225589990616e-02,2.272191084921360016e-02,2.996871946379542351e-03,3.289674641564488411e-03,1.574206911027431488e-02,3.583216341212391853e-03,1.094922889024019241e-02,2.616182202473282814e-03,2.991025708615779877e-02,2.847977168858051300e-02,8.192650973796844482e-03,4.835266992449760437e-02,1.182282622903585434e-02,1.213454268872737885e-02,2.134858630597591400e-03,4.710500687360763550e-02,8.276143111288547516e-03,7.978817448019981384e-03,3.794983774423599243e-02,1.876254007220268250e-02,3.523536771535873413e-02,9.734508581459522247e-03,2.698734635487198830e-03,1.650812290608882904e-02,7.069974206387996674e-03,1.315067638643085957e-03,1.674604266881942749e-01,9.055855683982372284e-03,2.221419289708137512e-02,9.508831799030303955e-02,2.164527308195829391e-03,8.441274985671043396e-03,2.718668058514595032e-02,1.518710923846811056e-04,9.784805588424205780e-03,9.509734809398651123e-03,9.673134423792362213e-03,6.723963888362050056e-04,6.401483435183763504e-03,8.219192968681454659e-04,1.678952947258949280e-02,3.662012517452239990e-02,1.625484554097056389e-03
4.338352475315332413e-03,1.542292162775993347e-02,6.621863227337598801e-03,2.640767581760883331e-02,1.385807152837514877e-02,4.066094756126403809e-03,3.396025858819484711e-04,2.417125360807403922e-04,8.362001972272992134e-05,1.119583495892584324e-03,1.773914322257041931e-03,2.692275447770953178e-03,1.274495292454957962e-02,2.676168922334909439e-03,2.460067346692085266e-02,3.136848798021674156e-03,1.126854680478572845e-03,6.675327196717262268e-03,2.225582301616668701e-02,2.385596977546811104e-03,4.248554352670907974e-03,1.995493844151496887e-02,1.833103015087544918e-03,8.525278419256210327e-03,2.000080421566963196e-03,3.662121295928955078e-02,1.995722204446792603e-02,6.448610220104455948e-03,3.646828234195709229e-02,1.327810715883970261e-02,1.430561300367116928e-02,2.334667835384607315e-03,4.212519899010658264e-02,6.299468688666820526e-03,5.918864626437425613e-03,4.462992027401924133e-02,1.817153394222259521e-02,3.337351605296134949e-02,9.095628745853900909e-03,2.374013187363743782e-03,2.058162167668342590e-02,5.001000128686428070e-03,2.118663862347602844e-03,1.860892921686172485e-01,1.024519372731447220e-02,2.754882164299488068e-02,9.243557602167129517e-02,3.368905745446681976e-03,1.103842351585626602e-02,4.909197613596916199e-02,1.817775628296658397e-04,1.079461257904767990e-02,1.160175446420907974e-02,1.229824312031269073e-02,9.197049657814204693e-04,7.769434712827205658e-03,8.683311170898377895e-04,1.592002809047698975e-02,4.925198107957839966e-02,2.342947293072938919e-03
6.874791346490383148e-03,2.053851075470447540e-02,9.422821924090385437e-03,2.769584581255912781e-02,2.216459996998310089e-02,4.340791609138250351e-03,3.536313888616859913e-04,3.967530210502445698e-04,9.521200991002842784e-05,1.722272951155900955e-03,1.613740460015833378e-03,3.352883970364928246e-03,1.955556683242321014e-02,3.198246005922555923e-03,4.584546759724617004e-02,3.259036922827363014e-03,1.630297978408634663e-03,6.813567131757736206e-03,2.023938484489917755e-02,2.708038082346320152e-03,4.821103531867265701e-03,1.452946849167346954e-02,2.124380087479948997e-03,1.327093131840229034e-02,1.330772996880114079e-03,4.057208076119422913e-02,2.171907387673854828e-02,7.264828309416770935e-03,3.370672464370727539e-02,1.781328953802585602e-02,1.342895440757274628e-02,2.368733054026961327e-03,3.035557083785533905e-02,4.679445177316665649e-03,7.041743490844964981e-03,3.537585586309432983e-02,2.005156502127647400e-02,2.830832265317440033e-02,6.831212434917688370e-03,3.956423606723546982e-03,1.739361137151718140e-02,4.655657336115837097e-03,1.351193292066454887e-03,1.672683507204055786e-01,1.659811288118362427e-02,1.612658239901065826e-02,1.010370329022407532e-01,2.974776783958077431e-03,8.611151948571205139e-03,3.745368495583534241e-02,1.298938732361420989e-04,1.151591911911964417e-02,8.307905867695808411e-03,1.254273299127817154e-02,8.463233243674039841e-04,4.916604142636060715e-03,1.223559374921023846e-03,2.393284998834133148e-02,5.045849829912185669e-02,1.283590798266232014e-03
1.405478455126285553e-02,2.437293343245983124e-02,2.134491130709648132e-02,3.212634474039077759e-02,1.506840344518423080e-02,4.423445090651512146e-03,4.920383798889815807e-04,4.334131081122905016e-04,1.181842962978407741e-04,2.245235955342650414e-03,2.013230929151177406e-03,3.995792008936405182e-03,2.032259665429592133e-02,3.937551751732826233e-03,3.587331250309944153e-02,7.571870926767587662e-03,1.552307396195828915e-03,1.100684143602848053e-02,3.293364867568016052e-02,2.862185938283801079e-03,4.814791958779096603e-03,1.516175456345081329e-02,3.196581965312361717e-03,1.565957814455032349e-02,1.753220101818442345e-03,3.078020177781581879e-02,2.698177658021450043e-02,6.688171066343784332e-03,3.709064051508903503e-02,1.458013895899057388e-02,1.668932475149631500e-02,3.077466506510972977e-03,4.108723998069763184e-02,7.879870012402534485e-03,6.835998035967350006e-03,3.152816742658615112e-02,1.586733572185039520e-02,3.714855387806892395e-02,8.853055536746978760e-03,3.647353965789079666e-03,1.556007750332355499e-02,4.049376118928194046e-03,1.639063004404306412e-03,1.333012878894805908e-01,1.313307415693998337e-02,3.249908983707427979e-02,7.903234660625457764e-02,2.361565595492720604e-03,9.448686614632606506e-03,4.143287613987922668e-02,2.706142840906977654e-04,1.143818907439708710e-02,8.364943787455558777e-03,1.125759258866310120e-02,8.531875209882855415e-04,5.968448705971240997e-03,6.691638263873755932e-04,2.307996898889541626e-02,3.689350187778472900e-02,2.676698844879865646e-03
5.039337091147899628e-03,2.011320367455482483e-02,1.001110579818487167e-02,3.166448697447776794e-02,1.310574728995561600e-02,3.546293126419186592e-03,2.798688074108213186e-04,2.665173669811338186e-04,1.159943712991662323e-04,1.088719465769827366e-03,1.620455761440098286e-03,2.960620913654565811e-03,1.782250590622425079e-02,2.911820076406002045e-03,2.957360260188579559e-02,2.955881180241703987e-03,9.786994196474552155e-04,4.043510183691978455e-03,2.220866084098815918e-02,2.389448694884777069e-03,3.988421522080898285e-03,1.952095329761505127e-02,1.725769136101007462e-03,1.014450378715991974e-02,1.904257107526063919e-03,4.730104655027389526e-02,1.254764292389154434e-02,8.330297656357288361e-03,3.891590610146522522e-02,1.624485664069652557e-02,1.391453482210636139e-02,2.451970474794507027e-03,2.553257904946804047e-02,4.112971480935811996e-03,5.903100594878196716e-03,4.131513461470603943e-02,2.052477188408374786e-02,2.885659039020538330e-02,8.044118992984294891e-03,2.581295091658830643e-03,2.995715662837028503e-02,4.240731708705425262e-03,1.696630031801760197e-03,1.924069076776504517e-01,1.466979179531335831e-02,2.236756682395935059e-02,7.406213134527206421e-02,2.964847953990101814e-03,1.036603562533855438e-02,5.274197086691856384e-02,1.358457229798659682e-04,1.142719946801662445e-02,7.516672369092702866e-03,1.056327298283576965e-02,8.675792487338185310e-04,4.662439227104187012e-03,5.603050813078880310e-04,1.994983293116092682e-02,5.052525177597999573e-02,1.760659506544470787e-03
8.340814150869846344e-03,3.115428797900676727e-02,1.752069406211376190e-02,3.731425851583480835e-02,1.493818592280149460e-02,5.042582750320434570e-03,5.936627276241779327e-04,4.975739866495132446e-04,1.938016066560521722e-04,2.172596752643585205e-03,2.656301716342568398e-03,3.337664064019918442e-03,1.661422476172447205e-02,6.395880598574876785e-03,5.457411706447601318e-02,4.798010922968387604e-03,1.899619237519800663e-03,5.856978241354227066e-03,2.649765089154243469e-02,4.570668097585439682e-03,4.085804801434278488e-03,1.530042849481105804e-02,2.727605169638991356e-03,8.947227150201797485e-03,1.480457955040037632e-03,3.424305841326713562e-02,1.564941182732582092e-02,8.547638542950153351e-03,3.242673724889755249e-02,1.590835116803646088e-02,1.543002296239137650e-02,1.939984620548784733e-03,3.445217385888099670e-02,5.625235848128795624e-03,9.109159000217914581e-03,3.912799060344696045e-02,1.733587123453617096e-02,3.764624521136283875e-02,1.028633862733840942e-02,3.821224207058548927e-03,1.679699122905731201e-02,5.049261730164289474e-03,1.775374170392751694e-03,1.453919857740402222e-01,1.375319994986057281e-02,2.490800805389881134e-02,8.743904531002044678e-02,2.644200343638658524e-03,6.731446832418441772e-03,2.945816703140735626e-02,2.055058575933799148e-04,8.974950760602951050e-03,1.082374993711709976e-02,8.212880231440067291e-03,6.986735388636589050e-04,5.414815619587898254e-03,8.282249909825623035e-04,1.280897948890924454e-02,5.725517868995666504e-02,1.768756308592855930e-03
4.524906631559133530e-03,2.128960937261581421e-02,7.910588756203651428e-03,3.169807791709899902e-02,1.261839177459478378e-02,4.274594597518444061e-03,2.806106640491634607e-04,2.141142904292792082e-04,1.182234991574659944e-04,1.162606524303555489e-03,1.153523800894618034e-03,2.247900702059268951e-03,1.057286560535430908e-02,2.286655828356742859e-03,2.959876693785190582e-02,3.084318013861775398e-03,1.002435921691358089e-03,4.731274675577878952e-03,2.019053325057029724e-02,2.935429802164435387e-03,5.873360205441713333e-03,1.591163873672485352e-02,1.312700216658413410e-03,1.073051802814006805e-02,2.092015231028199196e-03,5.221227928996086121e-02,1.865916512906551361e-02,7.682429160922765732e-03,2.606627158820629120e-02,1.731876470148563385e-02,1.597056537866592407e-02,2.568387892097234726e-03,2.932040393352508545e-02,5.935796536505222321e-03,6.350664887577295303e-03,2.028634399175643921e-02,1.644982956349849701e-02,2.139030769467353821e-02,1.095188874751329422e-02,3.510717535391449928e-03,1.558900624513626099e-02,5.093237850815057755e-03,1.588234095834195614e-03,2.220146805047988892e-01,1.301939040422439575e-02,2.000271342694759369e-02,8.486535400152206421e-02,3.333391156047582626e-03,1.297778729349374771e-02,5.109450221061706543e-02,1.675174571573734283e-04,9.549710899591445923e-03,1.318069919943809509e-02,2.249780669808387756e-02,9.435857064090669155e-04,8.569028228521347046e-03,8.709049434401094913e-04,1.196359097957611084e-02,4.811525344848632812e-02,2.074088668450713158e-03
